snapshot_date,id,name,year,artists,categories,designers,expansion,expands,expansions,families,implementations,max_players,mechanics,min_age,min_players,playing_time,publishers,ranks,rating_average,rating_average_weight,rating_bayes_average,rating_median,rating_num_weights,rating_stddev,users_commented,users_owned,users_rated,users_trading,users_wanting,users_wishing
2018-04-28,161936,Pandemic Legacy: Season 1,2015,Chris Quilliams,Environmental | Medical,Rob Daviau | Matt Leacock,False,[],[],Campaign Games | Legacy | Pandemic,Pandemic Legacy: Season 2 | Pandemic,4,Action Point Allowance System | Co-operative Play | Hand Management | Point to Point Movement | Set Collection | Trading | Variable Player Powers,13,2,60,"Z-Man Games | Asterion Press | Devir | Filosofia Éditions | Gém Klub Kft. | Hobby Japan | Jolly Thinkers | Korea Boardgames co., Ltd. | Lacerta | Lifestyle Boardgames Ltd | MINDOK","[Thing (id: 1), Thing (id: 5496), Thing (id: 5497)]",8.66191,2.8213,8.50155,0.0,761,1.66158,,40831,25476,155,,
2018-04-28,12333,Twilight Struggle,2005,Viktor Csete | Rodger B. MacGowan | Chechu Nieto | Guillaume Ries | Mark Simonitch,Modern Warfare | Political | Wargame,Ananda Gupta | Jason Matthews,False,[],"[Thing (id: 224686), Thing (id: 117145), Thing (id: 227688), Thing (id: 151546), Thing (id: 123262), Thing (id: 190581), Thing (id: 199869), Thing (id: 163247)]",Country: Russia | Country: Soviet Union | Country: USA,,2,Area Control / Area Influence | Campaign / Battle Card Driven | Dice Rolling | Hand Management | Simultaneous Action Selection,13,2,180,GMT Games | (Self-Published) | Asterion Press | Bard Centrum Gier | Chrononauts Games | Devir | DiceTree Games | MINDOK | Udo Grebe Gamedesign | Wargames Club Publishing,"[Thing (id: 1), Thing (id: 4664), Thing (id: 5497)]",8.34475,3.5491,8.20112,0.0,3078,1.59057,,42481,30903,667,,
2018-04-28,174430,Gloomhaven,2017,Alexandr Elichev | Josh T. McDowell | Alvaro Nebot,Adventure | Exploration | Fantasy | Fighting | Miniatures,Isaac Childres,False,[],"[Thing (id: 250337), Thing (id: 226868), Thing (id: 231934)]",Campaign Games | Components: Miniatures | Crowdfunding: Kickstarter | Gloomhaven Universe | Legacy | Solitaire Games,,4,Action / Movement Programming | Co-operative Play | Grid Movement | Hand Management | Modular Board | Role Playing | Simultaneous Action Selection | Storytelling | Variable Player Powers,12,1,120,Cephalofair Games | Feuerland Spiele | Hobby World,"[Thing (id: 1), Thing (id: 5496), Thing (id: 5497)]",9.00346,3.7587,8.61461,0.0,663,1.61199,,24987,14451,91,,
2018-04-28,187645,Star Wars: Rebellion,2016,,Fighting | Miniatures | Movies / TV / Radio theme | Science Fiction | Wargame,Corey Konieczka,False,[],[Thing (id: 226840)],Components: Miniatures | Star Wars,,4,Area Control / Area Influence | Area Movement | Dice Rolling | Hand Management | Partnerships | Variable Player Powers,14,2,240,Fantasy Flight Games | ADC Blackfire Entertainment | Asterion Press | Delta Vision Publishing | Edge Entertainment | Galakta | Heidelberger Spieleverlag,"[Thing (id: 1), Thing (id: 5496), Thing (id: 5497)]",8.48741,3.6279,8.16756,0.0,438,1.38302,,20177,12945,138,,
2018-04-28,169786,Scythe,2016,Jakub Rozalski,Civilization | Economic | Fighting | Miniatures | Science Fiction | Territory Building,Jamey Stegmaier,False,[],"[Thing (id: 199727), Thing (id: 212879), Thing (id: 204984), Thing (id: 221033), Thing (id: 232176), Thing (id: 232087), Thing (id: 237663), Thing (id: 211731), Thing (id: 205121), Thing (id: 211732), Thing (id: 211733), Thing (id: 242277), Thing (id: 223555)]",Alternate History | Components: Miniatures | Crowdfunding: Kickstarter | Scythe | Solitaire Games | Tableau Building,,5,Area Control / Area Influence | Grid Movement | Simultaneous Action Selection | Variable Player Powers,14,1,115,Stonemaier Games | Albi | Arclight | Crowd Games | Delta Vision Publishing | Feuerland Spiele | Fire on Board Jogos | Ghenos Games | Ludofy Creative | Maldito Games | Matagot | Morning | PHALANX | Playfun Games,"[Thing (id: 1), Thing (id: 5497)]",8.2962,3.3641,8.10475,0.0,1074,1.41278,,36913,28128,220,,
2018-04-28,167791,Terraforming Mars,2016,Isaac Fryxelius,Economic | Environmental | Industry / Manufacturing | Science Fiction | Territory Building,Jacob Fryxelius,False,[],"[Thing (id: 241497), Thing (id: 218127), Thing (id: 230241), Thing (id: 247030), Thing (id: 230123), Thing (id: 202825), Thing (id: 226297), Thing (id: 231965)]",Mars | Solar System | Solitaire Games | Tableau Building | Terraforming Mars,,5,Card Drafting | Hand Management | Set Collection | Tile Placement | Variable Player Powers,12,1,120,"FryxGames | Arclight | Ghenos Games | Intrafin Games | Korea Boardgames co., Ltd. | Lavka Games | Maldito Games | Meeple BR Jogos | MINDOK | MYBG Co., Ltd. | Rebel | Reflexshop | Schwerkraft-Verlag | Stronghold Games","[Thing (id: 1), Thing (id: 5497)]",8.38079,3.2523,8.19397,0.0,852,1.33512,,31518,24602,138,,
2018-04-28,173346,7 Wonders Duel,2015,Miguel Coimbra,Ancient | Card Game | City Building | Civilization,Antoine Bauza | Bruno Cathala,False,[],"[Thing (id: 202976), Thing (id: 196339), Thing (id: 228690), Thing (id: 186069)]",7 Wonders | 7 Wonders Duel | Tableau Building,,2,Card Drafting | Set Collection,10,2,30,Repos Production | ADC Blackfire Entertainment | Asterion Press | Galápagos Jogos | Gém Klub Kft. | Kaissa Chess & Games | Lautapelit.fi | Lifestyle Boardgames Ltd | Ludicus | Rebel | Sombreros Production,"[Thing (id: 1), Thing (id: 5497)]",8.14553,2.2419,8.00499,0.0,951,1.15391,,48430,31209,325,,
2018-04-28,102794,Caverna: The Cave Farmers,2013,Klemens Franz,Animals | Economic | Fantasy | Farming,Uwe Rosenberg,False,[],"[Thing (id: 154204), Thing (id: 160803), Thing (id: 166187), Thing (id: 245932), Thing (id: 248951), Thing (id: 183531)]",Animals: Sheep | Caverna | Harvest Series | Mining | Solitaire Games,Caverna: Cave vs Cave | Agricola,7,Tile Placement | Worker Placement,12,1,210,"Lookout Games | 999 Games | Crowd Games | Devir | Filosofia Éditions | Gemenot | Hobby Japan | HomoLudicus | Korea Boardgames co., Ltd. | Lacerta | Ludofy Creative | Mayfair Games | MINDOK | Swan Panasia Co., Ltd. | uplay.it edizioni","[Thing (id: 1), Thing (id: 5497)]",8.12324,3.7834,7.95762,0.0,1214,1.35488,,26650,20796,310,,
2018-04-28,84876,The Castles of Burgundy,2011,Julien Delval | Harald Lieske,Dice | Medieval | Territory Building,Stefan Feld,False,[],"[Thing (id: 178656), Thing (id: 231506), Thing (id: 110926), Thing (id: 132477), Thing (id: 139160), Thing (id: 150083), Thing (id: 166589), Thing (id: 190225), Thing (id: 193585), Thing (id: 214005), Thing (id: 234163), Thing (id: 179205)]",Alea Big Box | Country: France | Tableau Building,The Castles of Burgundy: The Card Game | The Castles of Burgundy: The Dice Game,4,Dice Rolling | Set Collection | Tile Placement | Variable Phase Order,12,2,90,alea | Ravensburger Spieleverlag GmbH | Broadway Toys LTD | Giochi Uniti | Grow Jogos e Brinquedos | Hobby World | Maldito Games | Rebel,"[Thing (id: 1), Thing (id: 5497)]",8.12117,3.0281,8.00388,0.0,1741,1.237,,43209,30969,420,,
2018-04-28,3076,Puerto Rico,2002,Harald Lieske | Franz Vohwinkel,City Building | Economic | Farming,Andreas Seyfarth,False,[],"[Thing (id: 69178), Thing (id: 12382), Thing (id: 159761), Thing (id: 40688)]",Alea Big Box | Colonial Theme | Country: Puerto Rico | Puerto Rico | Tableau Building | Tropical theme,San Juan,5,Variable Phase Order,12,2,150,"alea | Ravensburger Spieleverlag GmbH | Broadway Toys LTD | Devir | Filosofia Éditions | Kaissa Chess & Games | Lacerta | Lautapelit.fi | MINDOK | Rio Grande Games | Stratelibri | Swan Panasia Co., Ltd. | Tilsit","[Thing (id: 1), Thing (id: 5497)]",8.06351,3.2934,7.95243,0.0,5640,1.38391,,60555,52460,1000,,
2018-04-28,115746,War of the Ring (Second Edition),2012,John Howe | Fabio Maiorana,Adventure | Fantasy | Fighting | Miniatures | Novel-based | Territory Building | Wargame,Roberto Di Meglio | Marco Maggi | Francesco Nepitello,False,[],"[Thing (id: 122328), Thing (id: 132430), Thing (id: 188886), Thing (id: 179404), Thing (id: 210039)]",Components: Miniatures | Monsters | Tolkien Games | War of the Ring,War of the Ring (First Edition),4,Area Control / Area Influence | Area Movement | Campaign / Battle Card Driven | Dice Rolling | Hand Management,13,2,180,Ares Games | Devir | GaGa Games | Galakta | Heidelberger Spieleverlag | Planplay | Red Glove | Zhiyanjia,"[Thing (id: 1), Thing (id: 4664), Thing (id: 5496)]",8.39114,4.0383,7.98821,0.0,470,1.5646,,12987,8014,154,,
2018-04-28,31260,Agricola,2007,Klemens Franz,Animals | Economic | Farming,Uwe Rosenberg,False,[],"[Thing (id: 59158), Thing (id: 113413), Thing (id: 38733), Thing (id: 37235), Thing (id: 242392), Thing (id: 131403), Thing (id: 150732), Thing (id: 132592), Thing (id: 242391), Thing (id: 109012), Thing (id: 43018), Thing (id: 242390), Thing (id: 166463), Thing (id: 85704), Thing (id: 183316), Thing (id: 242388), Thing (id: 39090), Thing (id: 103182), Thing (id: 39256), Thing (id: 242389), Thing (id: 130847), Thing (id: 242350), Thing (id: 240737), Thing (id: 73833), Thing (id: 83697), Thing (id: 38641), Thing (id: 103183), Thing (id: 114557), Thing (id: 73500)]",Agricola | Animals: Cattle | Animals: Horses | Animals: Pigs | Animals: Sheep | Harvest Series | Solitaire Games | Tableau Building,Agricola (Revised Edition) | Agricola: All Creatures Big and Small | Agricola: Expansion for 5 and 6 Players | Agricola: Family Edition | Caverna: The Cave Farmers,5,Area Enclosure | Card Drafting | Hand Management | Variable Player Powers | Worker Placement,12,1,150,"Lookout Games | 999 Games | Brain Games | Compaya.hu - Gamer Café Kft. | Devir | Filosofia Éditions | Hobby Japan | Hobby World | HomoLudicus | Korea Boardgames co., Ltd. | Lacerta | MINDOK | Smart Ltd | Stratelibri | Swan Panasia Co., Ltd. | Ystari Games | Z-Man Games","[Thing (id: 1), Thing (id: 5497)]",8.02442,3.6329,7.92561,0.0,5604,1.56416,,64059,53048,1129,,
2018-04-28,170216,Blood Rage,2015,Henning Ludvigsen | Mike McVey | Adrian Smith,Fantasy | Fighting | Miniatures | Mythology,Eric M. Lang,False,[],"[Thing (id: 174506), Thing (id: 174801), Thing (id: 193898), Thing (id: 174388), Thing (id: 175100)]",Components: Miniatures | Crowdfunding: Kickstarter | Vikings,Midgard,4,Action Point Allowance System | Area Control / Area Influence | Area Movement | Card Drafting | Hand Management | Memory | Simultaneous Action Selection,14,2,90,CMON Limited | Asmodee | Asterion Press | BoardM Factory | Crowd Games | Delta Vision Publishing | Edge Entertainment | Galápagos Jogos | Game Harbor | Guillotine Games | Portal Games | REXhry,"[Thing (id: 1), Thing (id: 5496), Thing (id: 5497)]",8.08261,2.8924,7.88846,0.0,697,1.39303,,25546,20465,211,,
2018-04-28,25613,Through the Ages: A Story of Civilization,2006,Richard Cortes | Paul Niemeyer,Civilization | Economic,Vlaada Chvátil,False,[],"[Thing (id: 98989), Thing (id: 98607), Thing (id: 98608), Thing (id: 98880), Thing (id: 136095)]",Tableau Building,Through the Ages: A New Story of Civilization,4,Action Point Allowance System | Auction/Bidding | Card Drafting | Hand Management,12,2,240,Czech Board Games | Czech Games Edition | DiceTree Games | Eagle-Gryphon Games | HomoLudicus | IELLO | MINDOK | Pegasus Spiele | Portal Games | Raven Distribution | Rebel | Wargames Club Publishing,"[Thing (id: 1), Thing (id: 5497)]",8.03359,4.1703,7.85826,0.0,1744,1.67482,,16362,16267,848,,
2018-04-28,164153,Star Wars: Imperial Assault,2014,Arden Beckwith | Christopher Burdett | Rovina Cai | Joel Hustak | Michal Ivan | David Kegg | Henning Ludvigsen | Brynn Metheney | Vlad Ricean | Ryan Valle | Ben Zweifel,Adventure | Fighting | Miniatures | Movies / TV / Radio theme | Science Fiction | Wargame,Justin Kemppainen | Corey Konieczka | Jonathan Ying,False,[],"[Thing (id: 194901), Thing (id: 226836), Thing (id: 205902), Thing (id: 180621), Thing (id: 180622), Thing (id: 175213), Thing (id: 194900), Thing (id: 218254), Thing (id: 205903), Thing (id: 167886), Thing (id: 181688), Thing (id: 181690), Thing (id: 226837), Thing (id: 251227), Thing (id: 181629), Thing (id: 167883), Thing (id: 199911), Thing (id: 167889), Thing (id: 226839), Thing (id: 218255), Thing (id: 177087), Thing (id: 251229), Thing (id: 167885), Thing (id: 194902), Thing (id: 205904), Thing (id: 205900), Thing (id: 218253), Thing (id: 175214), Thing (id: 194903), Thing (id: 241827), Thing (id: 181689), Thing (id: 205905), Thing (id: 226838), Thing (id: 199909), Thing (id: 175212), Thing (id: 167888), Thing (id: 167887), Thing (id: 181621), Thing (id: 167884), Thing (id: 251230), Thing (id: 177088), Thing (id: 194897), Thing (id: 199910), Thing (id: 251231), Thing (id: 175211), Thing (id: 251066), Thing (id: 177086)]",Campaign Games | Components: Miniatures | Star Wars | Star Wars: Imperial Assault,Descent: Journeys in the Dark | Descent: Journeys in the Dark (Second Edition),5,Dice Rolling | Grid Movement | Modular Board | Partnerships | Role Playing | Variable Player Powers,14,2,120,Fantasy Flight Games | Asterion Press | Edge Entertainment | Galakta | Galápagos Jogos | Heidelberger Spieleverlag,"[Thing (id: 1), Thing (id: 5496)]",8.14229,3.2859,7.85809,0.0,654,1.42066,,24974,14313,322,,
2018-04-28,193738,Great Western Trail,2016,Andreas Resch,American West,Alexander Pfister,False,[],"[Thing (id: 232298), Thing (id: 225704), Thing (id: 245744), Thing (id: 238620)]",Animals: Cattle | Stronghold Games: The Great Designers Series,,4,Deck / Pool Building | Hand Management | Point to Point Movement,12,2,150,"eggertspiele | 999 Games | Arclight | Broadway Toys LTD | Conclave Editora | Delta Vision Publishing | Ediciones MasQueOca | Gigamic | Korea Boardgames co., Ltd. | Lacerta | Ludicus | MINDOK | Pegasus Spiele | Stronghold Games | uplay.it edizioni | Zvezda","[Thing (id: 1), Thing (id: 5497)]",8.28325,3.7022,8.03495,0.0,497,1.23682,,16138,12852,59,,
2018-04-28,205059,Mansions of Madness: Second Edition,2016,Cristi Balanescu | Yoann Boissonnet | Anders Finér | Tony Foti | Corey Konieczka | Jacob Murray | Magali Villeneuve,Adventure | Exploration | Fantasy | Fighting | Horror | Miniatures | Murder/Mystery | Puzzle,Nikki Valens,False,[],"[Thing (id: 210674), Thing (id: 206547), Thing (id: 241533), Thing (id: 229987), Thing (id: 206548)]","Arkham Horror | Components: Miniatures | Cthulhu Mythos | Digital Hybrid, App Required",Mansions of Madness,5,Area Movement | Co-operative Play | Dice Rolling | Hand Management | Modular Board | Partnerships | Role Playing | Variable Player Powers,14,1,180,Fantasy Flight Games | Arclight | Asterion Press | Edge Entertainment | Galakta | Galápagos Jogos | Heidelberger Spieleverlag,"[Thing (id: 1), Thing (id: 5496)]",8.20827,2.662,7.88406,0.0,216,1.43131,,19051,11954,136,,
2018-04-28,2651,Power Grid,2004,"Antonio Dessi | Lars-Arne ""Maura"" Kalusky | Prapach Lapamnuaysap | Harald Lieske",Economic | Industry / Manufacturing,Friedemann Friese,False,[],"[Thing (id: 22355), Thing (id: 178656), Thing (id: 95670), Thing (id: 102696), Thing (id: 75259), Thing (id: 198280), Thing (id: 69179), Thing (id: 147580), Thing (id: 25031), Thing (id: 88491), Thing (id: 58708), Thing (id: 37397), Thing (id: 232004), Thing (id: 38997), Thing (id: 19319), Thing (id: 190505), Thing (id: 131184), Thing (id: 131458), Thing (id: 123122), Thing (id: 78727), Thing (id: 108668), Thing (id: 147932), Thing (id: 29416), Thing (id: 108667), Thing (id: 181971), Thing (id: 111144), Thing (id: 55201), Thing (id: 84462)]",Country: Germany | Country: USA | Power Grid | Tableau Building,Funkenschlag: EnBW | Mégawatts | Power Grid Deluxe: Europe/North America | Power Grid: The First Sparks | Funkenschlag,6,Auction/Bidding | Route/Network Building,12,2,120,"2F-Spiele | 999 Games | Albi | Arclight | Brain Games | Edge Entertainment | Galápagos Jogos | Gém Klub Kft. | Giochi Uniti | Hobby World | Ideal Board Games | Kaissa Chess & Games | Korea Boardgames co., Ltd. | Lacerta | Lautapelit.fi | Rio Grande Games | Runadrake | Siam Board Games | Smart Ltd | Stratelibri | Swan Panasia Co., Ltd.","[Thing (id: 1), Thing (id: 5497)]",7.91441,3.2836,7.83025,0.0,4380,1.33563,,53406,46347,765,,
2018-04-28,209010,Mechs vs. Minions,2016,Danny Beck | Tysen Henderson,Fantasy | Fighting | Miniatures | Video Game Theme,Chris Cantrell | Rick Ernst | Stone Librande | Prashant Saraswat | Nathan Tiras,False,[],[],Campaign Games | Components: Miniatures,,4,Action / Movement Programming | Card Drafting | Co-operative Play | Dice Rolling | Modular Board | Variable Player Powers,14,2,90,Riot Games,"[Thing (id: 1), Thing (id: 5496), Thing (id: 5497)]",8.22767,2.4717,7.87051,0.0,159,1.34789,,14206,8943,143,,
2018-04-28,72125,Eclipse,2011,Ossi Hiekkala | Sampo Sikiö,Civilization | Fighting | Science Fiction | Space Exploration | Wargame,Touko Tahkokallio,False,[],"[Thing (id: 217786), Thing (id: 184256), Thing (id: 136155), Thing (id: 190742), Thing (id: 152898), Thing (id: 154785), Thing (id: 131415), Thing (id: 125898), Thing (id: 133967), Thing (id: 135838), Thing (id: 179255), Thing (id: 146690), Thing (id: 104746), Thing (id: 171114)]",4X games | Components: Miniatures | Eclipse,Eclipse: Second Dawn for the Galaxy,6,Area Control / Area Influence | Dice Rolling | Grid Movement | Modular Board | Player Elimination | Tile Placement | Variable Phase Order | Variable Player Powers,14,2,200,Lautapelit.fi | Asmodee | Asterion Press | Rebel | Ystari Games,"[Thing (id: 1), Thing (id: 5497)]",7.97854,3.6867,7.81523,0.0,1743,1.48782,,24325,22482,530,,
2018-04-28,205637,Arkham Horror: The Card Game,2016,Christopher Hosch | Marcin Jakubowski | Ignacio Bazán Lazcano | Henning Ludvigsen | Mercedes Opheim | Zoe Robinson | Evan Simonet,Adventure | Card Game | Collectible Components | Fantasy | Horror | Novel-based,Nate French | Matthew Newman,False,[],"[Thing (id: 235542), Thing (id: 238530), Thing (id: 239330), Thing (id: 216556), Thing (id: 215510), Thing (id: 209728), Thing (id: 242088), Thing (id: 228778), Thing (id: 237424), Thing (id: 241622), Thing (id: 224363), Thing (id: 226690), Thing (id: 244145), Thing (id: 249772), Thing (id: 248199), Thing (id: 247331), Thing (id: 208545), Thing (id: 212734), Thing (id: 245815), Thing (id: 233977), Thing (id: 210025), Thing (id: 237234), Thing (id: 225563), Thing (id: 230510), Thing (id: 247718), Thing (id: 247404), Thing (id: 219054), Thing (id: 221725)]",Arkham Horror | Arkham Horror: The Card Game LCG | Campaign Games | Cthulhu Mythos | Living Card Game | Solitaire Games,,2,Action Point Allowance System | Co-operative Play | Deck / Pool Building | Hand Management | Role Playing | Variable Player Powers,14,1,120,Fantasy Flight Games | Arclight | Asmodee | Asterion Press | Edge Entertainment | Galakta | Heidelberger Spieleverlag,"[Thing (id: 1), Thing (id: 4667), Thing (id: 5496)]",8.26679,3.2117,7.90702,0.0,307,1.41236,,21664,11452,255,,
2018-04-28,175914,Food Chain Magnate,2015,Iris de Haan | Ynze Moedt,Economic | Industry / Manufacturing,Jeroen Doumen | Joris Wiersinga,False,[],[],Food / Cooking,,5,Card Drafting | Deck / Pool Building | Modular Board | Route/Network Building | Simultaneous Action Selection,14,2,240,"Splotter Spellen | New Games Order, LLC","[Thing (id: 1), Thing (id: 5497)]",8.21933,4.2115,7.82625,0.0,416,1.53,,8651,7111,76,,
2018-04-28,124742,Android: Netrunner,2012,Bruno Balixa | Ralph Beisner | Del Borovic | Gong Studios | Amelie Hutt | Henning Ludvigsen | Ed Mattinian | Dallas Mehlhoff | Adam Schumpert | Mark Anthony Taduran | Matt Zeilinger,Bluffing | Card Game | Collectible Components | Science Fiction,Richard Garfield | Lukas Litzsinger,False,[],"[Thing (id: 201553), Thing (id: 135103), Thing (id: 160683), Thing (id: 220660), Thing (id: 203186), Thing (id: 172404), Thing (id: 182375), Thing (id: 172620), Thing (id: 239941), Thing (id: 139596), Thing (id: 227882), Thing (id: 133500), Thing (id: 218120), Thing (id: 178866), Thing (id: 186860), Thing (id: 149085), Thing (id: 237730), Thing (id: 218982), Thing (id: 206988), Thing (id: 147739), Thing (id: 190021), Thing (id: 157482), Thing (id: 225576), Thing (id: 137863), Thing (id: 152314), Thing (id: 136147), Thing (id: 206989), Thing (id: 180303), Thing (id: 246523), Thing (id: 144640), Thing (id: 212398), Thing (id: 175436), Thing (id: 142727), Thing (id: 164314), Thing (id: 212399), Thing (id: 249769), Thing (id: 186862), Thing (id: 143694), Thing (id: 235539), Thing (id: 219662), Thing (id: 213269), Thing (id: 245351), Thing (id: 189314), Thing (id: 162359), Thing (id: 156112), Thing (id: 173909), Thing (id: 176426), Thing (id: 168823), Thing (id: 132005), Thing (id: 146243), Thing (id: 159073), Thing (id: 154544), Thing (id: 130806), Thing (id: 245339)]",Android | Android: Netrunner LCG | Cyberpunk | Hackers | Living Card Game,Netrunner,2,Action Point Allowance System | Hand Management | Secret Unit Deployment | Variable Player Powers,14,2,45,"Fantasy Flight Games | Arclight | Asmodee | Edge Entertainment | Galakta | Game Harbor | Giochi Uniti | Heidelberger Spieleverlag | Korea Boardgames co., Ltd.","[Thing (id: 1), Thing (id: 4667)]",7.9267,3.359,7.74613,0.0,1440,1.64465,,35374,22578,1344,,
2018-04-28,28720,Brass: Lancashire,2007,Lina Cossette | Peter Dennis | David Forest | Eckhard Freytag | Damien Mammoliti,Economic | Industry / Manufacturing | Transportation,Martin Wallace,False,[],"[Thing (id: 201381), Thing (id: 138329)]",Cities: Manchester | Country: England,Age of Industry | Brass: Birmingham,4,Hand Management | Route/Network Building,14,2,180,"Roxley | Warfrog Games | Crowd Games | Eagle-Gryphon Games | FRED Distribution, Inc. | Pegasus Spiele | Wargames Club Publishing | White Goblin Games","[Thing (id: 1), Thing (id: 5497)]",8.00917,3.8754,7.78931,0.0,1116,1.46168,,12072,11395,310,,
2018-04-28,164928,Orléans,2014,Klemens Franz,Medieval | Religious | Travel,Reiner Stockhausen,False,[],"[Thing (id: 178656), Thing (id: 231964), Thing (id: 189623), Thing (id: 186236), Thing (id: 231405), Thing (id: 190049), Thing (id: 183682), Thing (id: 247797), Thing (id: 179417), Thing (id: 184018), Thing (id: 185922), Thing (id: 211082), Thing (id: 237163), Thing (id: 234593), Thing (id: 210145), Thing (id: 237167), Thing (id: 249576), Thing (id: 166842), Thing (id: 204814), Thing (id: 175844)]",Cities: Orléans (France) | Country: France | Crowdfunding: Kickstarter | Orléans,,4,Deck / Pool Building | Point to Point Movement | Worker Placement,12,2,90,"dlp games | Arclight | Arrakis Games | Baldar | Cranio Creations | GaGa Games | Matagot | Meeple BR Jogos | Surfin' Meeple China | Swan Panasia Co., Ltd. | Tasty Minstrel Games | White Goblin Games","[Thing (id: 1), Thing (id: 5497)]",8.08127,3.1121,7.85292,0.0,473,1.16894,,14391,12335,98,,
2018-04-28,146508,T.I.M.E Stories,2015,Ben Carre | Vincent Dutrait | David Lecossu | Pascal Quidault,Adventure | Mature / Adult | Puzzle | Science Fiction,Peggy Chassenet | Manuel Rozoy,False,[],"[Thing (id: 224784), Thing (id: 201669), Thing (id: 230055), Thing (id: 191779), Thing (id: 219554), Thing (id: 231848), Thing (id: 227838), Thing (id: 205611), Thing (id: 223878), Thing (id: 240850), Thing (id: 242894), Thing (id: 230517), Thing (id: 232196), Thing (id: 235337), Thing (id: 205847), Thing (id: 244014), Thing (id: 200443), Thing (id: 189035), Thing (id: 195752), Thing (id: 220839), Thing (id: 220836), Thing (id: 193527), Thing (id: 213099), Thing (id: 233253), Thing (id: 213295), Thing (id: 222543), Thing (id: 180585), Thing (id: 193664), Thing (id: 189686), Thing (id: 225385), Thing (id: 232191), Thing (id: 225491)]",T.I.M.E Stories | Time Travel,,4,Co-operative Play | Dice Rolling | Role Playing | Storytelling | Time Track | Variable Player Powers,12,2,240,Space Cowboys | ADC Blackfire Entertainment | Asmodee | Asterion Press | Crowd Games | Hobby Japan | Rebel,"[Thing (id: 1), Thing (id: 5496)]",7.89492,2.6517,7.69132,0.0,356,1.65028,,23757,15489,343,,
2018-04-28,183394,Viticulture Essential Edition,2015,Jacqui Davis | David Montgomery | Beth Sobel,Economic | Farming,Morten Monrad Pedersen | Jamey Stegmaier | Alan Stone,False,[],"[Thing (id: 202174), Thing (id: 130655), Thing (id: 140045), Thing (id: 193823), Thing (id: 248929)]",Country: Italy | Solitaire Games | Viticulture | Wine Games,Viticulture,6,Hand Management | Variable Phase Order | Worker Placement,13,1,90,Stonemaier Games | (Unknown) | Angry Lion Games | Arclight | Feuerland Spiele | Ghenos Games | Lavka Games | Ludofy Creative | Maldito Games | Matagot,"[Thing (id: 1), Thing (id: 5497)]",8.17017,2.9288,7.90412,0.0,295,1.21371,,15992,11363,80,,
2018-04-28,124361,Concordia,2013,Marina Fahrenbach | Mac Gerdts | Dominik Mayer,Ancient | Economic | Nautical,Mac Gerdts,False,[],"[Thing (id: 209574), Thing (id: 232917), Thing (id: 165023), Thing (id: 208364), Thing (id: 181084)]",Ancient Rome | Concordia,,5,Card Drafting | Deck / Pool Building | Hand Management | Point to Point Movement,13,2,100,"PD-Verlag | 999 Games | Cranio Creations | Crowd Games | Ediciones MasQueOca | Egmont Polska | Heidelberger Spieleverlag | New Games Order, LLC | Rio Grande Games | Ystari Games","[Thing (id: 1), Thing (id: 5497)]",8.0695,3.114,7.87697,0.0,693,1.18653,,17204,14723,108,,
2018-04-28,122515,Keyflower,2012,Juliet Breese | Jo Breese | Gemma Tegelaers,City Building | Economic | Nautical | Renaissance | Territory Building,Sebastian Bleasdale | Richard Breese,False,[],"[Thing (id: 162647), Thing (id: 245169), Thing (id: 141816), Thing (id: 140936), Thing (id: 205504), Thing (id: 180037), Thing (id: 245170), Thing (id: 147380), Thing (id: 144058), Thing (id: 163572), Thing (id: 163742)]",Colonial Theme | Crowdfunding: Kickstarter | Key-series | Keyflower | Quined Master Print Edition Series,,6,Auction/Bidding | Memory | Modular Board | Pick-up and Deliver | Route/Network Building | Set Collection | Tile Placement | Worker Placement,12,2,120,R&D Games | Czacha Games | Ediciones MasQueOca | FoxMind | Game Harbor | Game Salute | Gigamic | HUCH! | Quined Games,"[Thing (id: 1), Thing (id: 5497)]",7.89057,3.3432,7.71124,0.0,740,1.29481,,17146,14033,203,,
2018-04-28,68448,7 Wonders,2010,Miguel Coimbra,Ancient | Card Game | City Building | Civilization,Antoine Bauza,False,[],"[Thing (id: 247315), Thing (id: 154638), Thing (id: 110308), Thing (id: 111661), Thing (id: 92539), Thing (id: 83445), Thing (id: 133993), Thing (id: 164649), Thing (id: 140098), Thing (id: 138187), Thing (id: 134849), Thing (id: 131947), Thing (id: 132146), Thing (id: 164648), Thing (id: 164647)]",7 Wonders | Tableau Building,,7,Card Drafting | Hand Management | Set Collection | Simultaneous Action Selection | Variable Player Powers,10,2,30,Repos Production | ADC Blackfire Entertainment | Asmodee | Asterion Press | Galápagos Jogos | Gém Klub Kft. | Hobby Japan | Kaissa Chess & Games | Lautapelit.fi | Lifestyle Boardgames Ltd | Rebel,"[Thing (id: 1), Thing (id: 5497), Thing (id: 5499)]",7.80509,2.3431,7.71591,0.0,3771,1.27437,,79328,60769,973,,
