snapshot_date,id,name,year,artists,categories,designers,expansion,expands,expansions,families,implementations,max_players,mechanics,min_age,min_players,playing_time,publishers,ranks,rating_average,rating_average_weight,rating_bayes_average,rating_median,rating_num_weights,rating_stddev,users_commented,users_owned,users_rated,users_trading,users_wanting,users_wishing
2018-04-28,65515,Nuns on the Run,2010,Jared Blando | Jacob Chabot,Bluffing | Deduction | Humor | Religious,Fréderic Moyersoen,False,[],"[Thing (id: 144851), Thing (id: 142993), Thing (id: 169828), Thing (id: 130464), Thing (id: 130906)]",,,8,Dice Rolling | Paper-and-Pencil | Pick-up and Deliver | Point to Point Movement | Secret Unit Deployment | Variable Player Powers,10,2,45,Mayfair Games,"[Thing (id: 1), Thing (id: 5499)]",6.53776,2.0619,6.27659,0.0,210,1.40216,,4502,3431,256,,
2018-04-28,631,Daytona 500,1990,,Card Game | Racing | Sports,Wolfgang Kramer,False,[],[],Auto Racing: Wolfgang Kramer card system | Sports: Auto Racing,Niki Lauda's Formel 1,4,Auction/Bidding | Hand Management,10,2,70,Milton Bradley,"[Thing (id: 1), Thing (id: 5497), Thing (id: 5499)]",7.14669,1.78,6.25981,0.0,100,1.27196,,1050,973,89,,
2018-04-28,15510,Tower of Babel,2005,Franz Vohwinkel,Ancient | Mythology,Reiner Knizia,False,[],[],,Planet Rush,5,Area Control / Area Influence | Auction/Bidding | Hand Management | Set Collection,10,3,45,Hans im Glück | 999 Games | Rio Grande Games,"[Thing (id: 1), Thing (id: 5497)]",6.65803,2.3401,6.26911,0.0,297,1.21866,,2506,2175,237,,
2018-04-28,111732,Kings of Air and Steam,2013,Josh Cappel,Aviation / Flight | Trains | Transportation,Scott Almes,False,[],[Thing (id: 181926)],Crowdfunding: Kickstarter | Games by Gamesmiths | Steampunk | TMG Originals,,7,Action / Movement Programming | Pick-up and Deliver | Route/Network Building | Simultaneous Action Selection | Variable Player Powers,13,2,90,Tasty Minstrel Games,"[Thing (id: 1), Thing (id: 5497)]",6.93458,2.8421,6.25395,0.0,95,1.29971,,1611,1198,86,,
2018-04-28,204836,Escape Room: The Game,2016,Roland MacDonald,Electronic | Puzzle | Real-time,,False,[],"[Thing (id: 219575), Thing (id: 215409), Thing (id: 243633), Thing (id: 221701), Thing (id: 243634), Thing (id: 216961)]",Escape Room Games,,5,Co-operative Play,16,3,60,"ADC Blackfire Entertainment | Diset S. A. | FoxMind Israel | Identity Games International B.V. | Korea Boardgames co., Ltd. | Noris Spiele | Spin Master Ltd. | Trefl",[Thing (id: 1)],7.33027,2.1875,6.56613,0.0,16,1.3747,,3533,1554,39,,
2018-04-28,1234,Once Upon a Time: The Storytelling Card Game,1993,Florence Magnin | Sophie Mounier | Omar Rayyan | Franz Vohwinkel,Card Game | Humor | Party Game | Real-time,Richard Lambert | Andrew Rilstone | James Wallis,False,[],"[Thing (id: 154029), Thing (id: 193679), Thing (id: 12039), Thing (id: 138296), Thing (id: 211593), Thing (id: 152630), Thing (id: 138081)]",Once Upon a Time,,6,Hand Management | Storytelling | Voting,8,2,30,"AMIGO | Asmodee | Atlas Games | Edge Entertainment | Galakta | HaKubia | Halloween Concept | Hobby Base | Hobby World | Kaissa Chess & Games | Martínez Roca | Pegasus Spiele | Play Factory | Raven Distribution | REXhry | Swan Panasia Co., Ltd. | Truant Spiele | Unicorn (I)","[Thing (id: 1), Thing (id: 5496), Thing (id: 5499)]",6.46297,1.3927,6.28878,0.0,466,1.52269,,12599,6845,398,,
2018-04-28,38531,Powerboats,2008,Christof Tisch,Nautical | Racing | Sports,Corné van Moorsel,False,[],[Thing (id: 56944)],,Powerships,6,Dice Rolling | Modular Board,9,2,60,Cwali,"[Thing (id: 1), Thing (id: 5497), Thing (id: 5499)]",6.72348,1.6906,6.26303,0.0,181,1.26426,,1284,1752,47,,
2018-04-28,155969,Harbour,2015,Max Holliday | Rob Lundy,City Building | Economic | Fantasy | Humor,Scott Almes,False,[],"[Thing (id: 188410), Thing (id: 211153), Thing (id: 161771), Thing (id: 182667)]",Crowdfunding: Kickstarter | TMG Originals,,4,Set Collection | Variable Player Powers | Worker Placement,8,1,60,Tasty Minstrel Games | (Web published) | Arclight | Frosted Games,"[Thing (id: 1), Thing (id: 5497), Thing (id: 5499)]",6.58565,2.0755,6.30695,0.0,159,1.30097,,7476,3510,438,,
2018-04-28,6901,Euchre,1848,Tina Spain McDuffie,Card Game,(Uncredited),False,[],[],Card Games: Outplay Games | Games for Dummies | Traditional Card Games,,7,Partnerships | Trick-taking,8,2,45,"(Public Domain) | (Self-Published) | Fundex | Gale Force Publishing | Lookout Games | The United States Playing Card Company | University Games | Waddington's Games, Inc.","[Thing (id: 1), Thing (id: 5499)]",6.78091,1.6871,6.28226,0.0,147,1.66124,,1319,1888,9,,
2018-04-28,109291,Sails of Glory,2013,Dario Calì | Fabio Maiorana | Francesco Mattioli | Donald McLeod,American Revolutionary War | Miniatures | Napoleonic | Nautical | Wargame,Andrea Angiolino | Andrea Mainini,False,[],"[Thing (id: 159797), Thing (id: 174258), Thing (id: 216812), Thing (id: 241773), Thing (id: 241774), Thing (id: 241783), Thing (id: 159796), Thing (id: 152917), Thing (id: 241776), Thing (id: 241772), Thing (id: 152911), Thing (id: 152919), Thing (id: 152916), Thing (id: 241778), Thing (id: 241780), Thing (id: 216801), Thing (id: 152921), Thing (id: 152923), Thing (id: 152912), Thing (id: 152915), Thing (id: 241775), Thing (id: 152918), Thing (id: 152913), Thing (id: 216805), Thing (id: 216806), Thing (id: 241781), Thing (id: 174314), Thing (id: 241779), Thing (id: 216803), Thing (id: 159788), Thing (id: 159789), Thing (id: 159790), Thing (id: 159798), Thing (id: 159794), Thing (id: 174372), Thing (id: 159791), Thing (id: 152914), Thing (id: 152922), Thing (id: 241777), Thing (id: 159793), Thing (id: 241782), Thing (id: 159792), Thing (id: 216808), Thing (id: 216811), Thing (id: 159795), Thing (id: 216802), Thing (id: 216810), Thing (id: 216800), Thing (id: 216799), Thing (id: 220197), Thing (id: 174126), Thing (id: 159799), Thing (id: 176316), Thing (id: 176318), Thing (id: 152925), Thing (id: 152924), Thing (id: 152928)]",Crowdfunding: Kickstarter | Sails of Glory,,4,Action / Movement Programming | Player Elimination | Simulation | Simultaneous Action Selection,13,2,45,Ares Games | Devir,"[Thing (id: 1), Thing (id: 4664)]",7.54863,2.9,6.29285,0.0,70,1.42893,,1716,786,46,,
2018-04-28,88408,Nightfall,2011,Conceptopolis | Thomas Deeny | Andrew Hepworth | Daniel Vendrell Oduber | Florian Stitz,Card Game | Fantasy | Fighting | Horror,David Gregg,False,[],"[Thing (id: 143554), Thing (id: 98690), Thing (id: 105959), Thing (id: 160674), Thing (id: 143553), Thing (id: 101711), Thing (id: 127021), Thing (id: 124601), Thing (id: 105960), Thing (id: 119348), Thing (id: 111300), Thing (id: 100221), Thing (id: 105961), Thing (id: 119350), Thing (id: 95766), Thing (id: 143555)]",Nightfall,,5,Card Drafting | Deck / Pool Building | Hand Management | Pattern Building | Take That | Variable Player Powers,12,2,45,Alderac Entertainment Group | Galmadrin | IELLO | Pegasus Spiele,"[Thing (id: 1), Thing (id: 5497)]",6.52464,2.6327,6.27002,0.0,245,1.61529,,4951,3590,432,,
2018-04-28,104581,Panic on Wall Street!,2011,Marie Avril | Audrey Guiblet | Piccolo | Matthieu Rebuffat | Jennifer Watson | Alyssa Watson,Economic | Negotiation | Real-time,Britton Roney,False,[],[],,,11,Auction/Bidding | Commodity Speculation | Dice Rolling | Player Elimination | Stock Holding,8,3,30,Grouper Games | Marabunta,"[Thing (id: 1), Thing (id: 5498)]",7.00532,1.6744,6.27509,0.0,86,1.44894,,1604,1187,59,,
2018-04-28,76417,Poseidon,2010,Klemens Franz,Economic | Mythology | Nautical | Transportation,"Helmut Ohley | Leonhard ""Lonny"" Orgler",False,[],[Thing (id: 112814)],18xx | Country: Greece,,5,Commodity Speculation | Route/Network Building | Stock Holding,12,2,120,Lookout Games | Z-Man Games,"[Thing (id: 1), Thing (id: 5497)]",7.04675,3.54,6.26174,0.0,100,1.30026,,1457,1019,74,,
2018-04-28,66171,Dragonheart,2010,Michael Menzel,Bluffing | Card Game | Fantasy | Fighting,Rüdiger Dorn,False,[],[],Animals: Dragons | Kosmos two-player series,,2,Hand Management,13,2,30,Fantasy Flight Games | Filosofia Éditions | Galakta | Giochi Uniti | Hobby World | KOSMOS | MINDOK | Smart Ltd | Stupor Mundi,"[Thing (id: 1), Thing (id: 5499)]",6.59466,1.3596,6.27469,0.0,203,1.25182,,3018,2739,100,,
2018-04-28,30367,Perry Rhodan: The Cosmic League,2007,Swen Papenbrock,Card Game | Economic | Science Fiction,Heinrich Glumpler,False,[],[],Characters: Perry Rhodan | Kosmos Literature Series | Kosmos two-player series,,2,Hand Management | Pick-up and Deliver | Roll / Spin and Move,10,2,30,KOSMOS | Z-Man Games | Zvezda,"[Thing (id: 1), Thing (id: 5497), Thing (id: 5499)]",6.79194,1.952,6.26834,0.0,125,1.21855,,2453,1541,122,,
2018-04-28,137330,Cube Quest,2013,Jonathan Kirtz,Action / Dexterity | Dice | Fighting,Oliver Sibthorpe | Gary Sibthorpe,False,[],[],Finger Flicking Games,,2,Dice Rolling | Pattern Building,8,2,15,Gamewright | (Self-Published) | KOSMOS,"[Thing (id: 1), Thing (id: 5499)]",6.86169,1.0984,6.28445,0.0,61,1.29613,,2662,1512,126,,
2018-04-28,205716,New Angeles,2016,Henning Ludvigsen,Bluffing | Miniatures | Negotiation | Political | Science Fiction,James Kniffen,False,[],[],Android | Components: Miniatures | Cyberpunk,,6,Co-operative Play | Variable Player Powers | Voting,14,4,240,Asterion Press | Edge Entertainment | Fantasy Flight Games | Galakta | Game Harbor | Heidelberger Spieleverlag | Hobby World,"[Thing (id: 1), Thing (id: 5497)]",7.33187,3.1778,6.47951,0.0,45,1.60107,,2311,1393,50,,
2018-04-28,398,Wildlife Safari,1994,Charlie Bink,Animals | Card Game,Reiner Knizia,False,[],[],Continent: Africa | Country: Botswana | Gryphon Games bookshelf series | Safari,Thor,5,Hand Management | Stock Holding,7,2,30,"AMIGO | AURUM, Inc. | Eagle-Gryphon Games | Esdevium | Fantasy Flight Games | Midgaard Games | Milton Bradley | New Games Order, LLC | PS-Games | Swan Panasia Co., Ltd.","[Thing (id: 1), Thing (id: 5499)]",6.61189,1.2948,6.27754,0.0,268,1.18266,,3109,2582,112,,
2018-04-28,83667,First Train to Nuremberg,2010,Dennis Lohausen,Trains | Transportation,Martin Wallace,False,[],[],Cities: Nürnberg | Country: England | Country: Germany,Last Train to Wensleydale,4,Auction/Bidding | Pick-up and Deliver | Route/Network Building | Set Collection,12,2,120,Argentum Verlag | Z-Man Games,"[Thing (id: 1), Thing (id: 5497)]",7.12118,3.1954,6.25309,0.0,87,1.22942,,2080,957,135,,
2018-04-28,72,Verräter,1998,Marcel-André Casasola Merkle,Card Game | Political,Marcel-André Casasola Merkle,False,[],[Thing (id: 129217)],,Meuterer,4,Card Drafting | Hand Management | Modular Board | Partnerships | Variable Player Powers,12,3,60,"Adlung-Spiele | New Games Order, LLC","[Thing (id: 1), Thing (id: 5497)]",6.72892,2.5792,6.25646,0.0,183,1.23094,,3804,1768,168,,
2018-04-28,15600,Kreta,2005,Rotraud Meiler,Medieval,Stefan Dorra,False,[],[],Country: Greece | Islands: Crete,,4,Area Control / Area Influence | Area Movement | Hand Management,11,2,60,Goldsieber Spiele,"[Thing (id: 1), Thing (id: 5497)]",6.90381,2.6558,6.25105,0.0,154,1.15818,,1096,1277,51,,
2018-04-28,94480,Pantheon,2011,Franz Vohwinkel,Ancient | Mythology,Bernd Brunnhofer,False,[],[Thing (id: 108780)],,,4,Card Drafting | Hand Management | Route/Network Building | Set Collection | Variable Phase Order | Variable Player Powers,10,2,90,999 Games | Bard Centrum Gier | Filosofia Éditions | Hans im Glück | MINDOK | Rio Grande Games,"[Thing (id: 1), Thing (id: 5497), Thing (id: 5499)]",6.79982,2.7483,6.2572,0.0,147,1.32914,,2157,1474,159,,
2018-04-28,136056,Asante,2013,Michael Menzel,Card Game | Economic,Rüdiger Dorn,False,[],[],Continent: Africa | Jambo | Kosmos two-player series,,2,Action Point Allowance System | Hand Management | Set Collection,10,2,40,cosaic | Filosofia Éditions | KOSMOS | Ludonova | White Goblin Games | Z-Man Games,"[Thing (id: 1), Thing (id: 5497), Thing (id: 5499)]",6.97248,2.0161,6.27076,0.0,62,1.21825,,2504,1229,79,,
2018-04-28,592,Spades,1938,,Card Game,(Uncredited),False,[],[],Card Games: Outplay Games | Tiledeck | Traditional Card Games,,4,Auction/Bidding | Partnerships | Trick-taking,10,4,60,(Public Domain) | Fundex,"[Thing (id: 1), Thing (id: 5499)]",6.74902,2.0361,6.26687,0.0,166,1.5151,,1079,1804,1,,
2018-04-28,98315,The Adventurers: The Pyramid of Horus,2011,Guillaume Blossier | Miguel Coimbra | Nicolas Fructus | Édouard Guiton | Goulven Quentel,Adventure | Ancient | Exploration | Miniatures,Guillaume Blossier | Frédéric Henry,False,[],[],The Adventurers | Archaeology | Country: Egypt,,6,Action Point Allowance System | Dice Rolling | Grid Movement | Pick-up and Deliver | Press Your Luck | Variable Player Powers,13,2,45,Dust Games | Edge Entertainment | Fantasy Flight Games | Kaissa Chess & Games,"[Thing (id: 1), Thing (id: 5496), Thing (id: 5499)]",6.79376,1.75,6.27465,0.0,108,1.19356,,2789,1739,92,,
2018-04-28,213893,Yamataï,2017,Jérémie Fleury,Mythology,Bruno Cathala | Marc Paquien,False,[],[],Asian Theme | Country: Japan,,4,Modular Board | Route/Network Building,13,2,80,Days of Wonder | Rebel,"[Thing (id: 1), Thing (id: 5497)]",7.31591,2.9405,6.77178,0.0,84,1.30599,,4646,2855,81,,
2018-04-28,12005,Around the World in 80 Days,2004,Dirk Hoffmann | Franz Vohwinkel | Bernd Wagenfeld,Novel-based | Racing | Travel,Michael Rieneck,False,[],[],Jules Verne's novels | Kosmos Literature Series,,6,Card Drafting | Hand Management | Point to Point Movement | Time Track,10,2,70,Competo / Marektoy | Devir | Galakta | Kaissa Chess & Games | KOSMOS | MINDOK | Piatnik | Rio Grande Games | University Games | Zvezda,"[Thing (id: 1), Thing (id: 5499)]",6.58838,1.8071,6.26996,0.0,337,1.2335,,2934,2807,123,,
2018-04-28,172996,The King Is Dead,2015,Peter Dennis,Medieval | Political,Peer Sylvester,False,[],[],,König von Siam,4,Area Control / Area Influence | Hand Management | Partnerships,12,2,50,Giochix.it | Osprey Games,"[Thing (id: 1), Thing (id: 5497)]",7.16605,2.561,6.32828,0.0,41,1.31297,,1777,1103,60,,
2018-04-28,12750,1860: Railways on the Isle of Wight,2004,Mike Hutton,Economic | Trains | Transportation,Mike Hutton,False,[],[Thing (id: 173456)],18xx | Admin: Better Description Needed! | Islands: Isle of Wight,,4,Auction/Bidding | Route/Network Building | Stock Holding | Tile Placement,13,2,240,JKLM Games | Prime Games | Z-Man Games,"[Thing (id: 1), Thing (id: 5497)]",7.92536,4.1029,6.26633,0.0,68,1.45648,,844,484,10,,
2018-04-28,67928,Puzzle Strike,2010,Long Vo,Card Game | Fantasy | Video Game Theme,David Sirlin,False,[],"[Thing (id: 107935), Thing (id: 134205)]",Anime & Manga | BoardGameGeek Promo Offerings | Fantasy Strike,Puzzle Strike (Third Edition),4,Card Drafting | Deck / Pool Building | Hand Management | Player Elimination | Variable Player Powers,8,2,20,Pegasus Spiele | Sirlin Games,"[Thing (id: 1), Thing (id: 5497)]",6.72205,2.2929,6.24703,0.0,99,1.60164,,1816,1832,183,,
2018-04-28,27848,Age of Conan: The Strategy Board Game,2009,Matteo Macchi | Fabio Maiorana | J. P. Targete,Fantasy | Fighting | Novel-based | Wargame,Roberto Di Meglio | Marco Maggi | Francesco Nepitello,False,[],[Thing (id: 166729)],Components: Miniatures,,4,Dice Rolling | Variable Phase Order | Variable Player Powers,12,2,90,Nexus | Devir | Edge Entertainment | Fantasy Flight Games | Heidelberger Spieleverlag | Hobby World | Smart Ltd,"[Thing (id: 1), Thing (id: 5496), Thing (id: 5497)]",6.68691,3.2656,6.25966,0.0,256,1.52702,,4104,2290,209,,
2018-04-28,19764,PÜNCT,2005,Kris Burm | lu'cifer,Abstract Strategy,Kris Burm,False,[],[],Combinatorial | Connection Games | GIPF Project,,2,Route/Network Building,10,2,30,"Don & Co. | HUCH! | Rebel | Rio Grande Games | Smart Toys and Games, Inc.","[Thing (id: 1), Thing (id: 4666)]",6.84401,2.7338,6.26005,0.0,154,1.3885,,2588,1440,64,,
2018-04-28,92044,Dungeons & Dragons: Conquest of Nerath Board Game,2011,Wayne England | Adam Gillespie | William O'Connor,Fantasy | Wargame,Richard Baker | Mons Johnson | Peter Lee,False,[],[Thing (id: 104392)],Components: Miniatures | Dungeons & Dragons,,4,Dice Rolling | Partnerships,12,2,240,Hasbro | Wizards of the Coast,"[Thing (id: 1), Thing (id: 5496)]",6.95813,2.6387,6.25228,0.0,119,1.51577,,2845,1363,124,,
2018-04-28,99,Fortress America,1986,,Science Fiction | Wargame,,False,[],"[Thing (id: 32619), Thing (id: 13119), Thing (id: 27727)]",Alternate History | Country: USA | Gamemaster Series,Fortress America,4,Area Movement | Dice Rolling,12,2,180,Milton Bradley,"[Thing (id: 1), Thing (id: 4664), Thing (id: 5496)]",6.68861,2.6368,6.26147,0.0,234,1.53279,,3392,2214,159,,
2018-04-28,40529,Cosmic Encounter,1991,Gerald O'Malley,Bluffing | Card Game | Science Fiction,Bill Eberle | Jack Kittredge | Bill Norton | Peter Olotka,False,[],"[Thing (id: 207599), Thing (id: 2739)]",Cosmic Encounter,Cosmic Encounter | Cosmic Encounter | Cosmic Encounter,6,Variable Player Powers,0,3,60,Hexagames (I) | Mayfair Games,"[Thing (id: 1), Thing (id: 5496), Thing (id: 5497)]",7.1784,2.6393,6.24433,0.0,61,1.9165,,1346,907,81,,
2018-04-28,1155,Capitol,2001,Grafik Studio Krüger | Claus Stephan,Ancient | City Building,Alan R. Moon | Aaron Weissblum,False,[],[],Admin: Better Description Needed! | Ancient Rome,Clocktowers | Skyline 3000,4,Area Control / Area Influence | Auction/Bidding,10,2,60,Schmidt Spiele,"[Thing (id: 1), Thing (id: 5497)]",6.83571,2.6398,6.2443,0.0,161,1.19546,,1719,1418,126,,
2018-04-28,67185,Sobek,2010,Mathieu Beaulieu,Ancient | Card Game,Bruno Cathala,False,[],[],Country: Egypt,,4,Card Drafting | Hand Management | Memory | Set Collection,8,2,40,Asmodee | GameWorks SàRL,"[Thing (id: 1), Thing (id: 5499)]",6.73217,1.7943,6.24894,0.0,141,1.21734,,1978,1760,66,,
2018-04-28,19995,Canal Mania,2006,Colin Jones,Transportation,Steve Kendall | Phil Kendall,False,[],[],,,5,Card Drafting | Pick-up and Deliver | Route/Network Building | Tile Placement,12,2,90,Ragnar Brothers | Spiral Galaxy Games,"[Thing (id: 1), Thing (id: 5497)]",6.91206,2.8994,6.24297,0.0,169,1.28613,,1298,1192,69,,
2018-04-28,124052,Cinque Terre,2013,Martin Hoffmann | Claus Stephan | Mirko Suzuki,Farming | Transportation,Chris Handy,False,[],[],Country: Italy,,5,Action Point Allowance System | Pick-up and Deliver | Set Collection,13,2,60,Rio Grande Games,"[Thing (id: 1), Thing (id: 5497), Thing (id: 5499)]",7.05909,2.3704,6.27863,0.0,81,1.25138,,1295,1093,31,,
2018-04-28,32674,Monsterpocalypse,2008,Kris Aubin | Roberto Cirillo | Benoit Crosse | Matt DiPietro | Brian Dugas | Kimberly Goddard | Jason Hendricks | Ron Kruzie | Dan LuVisi | Josh Manderville | Ben Misenar | Javier Rodriguez | Ben Saunders | Stuart Spengler | Chris Walton,Collectible Components | Fighting | Miniatures | Science Fiction,Matt Wilson | Erik Yaple,False,[],[],CMGs (Collectible Miniatures Games) | Kaiju | Monsters,Monsterpocalypse Hobby Miniatures Game,4,Dice Rolling | Variable Phase Order | Variable Player Powers,12,2,60,Privateer Press,"[Thing (id: 1), Thing (id: 4667)]",7.21572,3.0517,6.24047,0.0,116,1.66671,,1666,942,132,,
2018-04-28,41863,Axis & Allies: 1942,2009,Leon Cortez,Economic | Wargame | World War II,"Larry Harris, Jr.",False,[],[Thing (id: 12838)],Axis & Allies,Axis & Allies | Axis & Allies,5,Area Movement | Dice Rolling | Partnerships,12,2,240,"Avalon Hill Games, Inc. | Wizards of the Coast","[Thing (id: 1), Thing (id: 4664)]",6.94613,3.1892,6.27503,0.0,148,1.58733,,4016,1798,227,,
2018-04-28,76150,Revolver,2011,Xavier Carrascosa | Chechu Nieto,American West | Card Game | Fighting,Mark Chaplin,False,[],"[Thing (id: 125006), Thing (id: 125065), Thing (id: 125066), Thing (id: 138188), Thing (id: 138189), Thing (id: 108194), Thing (id: 128734), Thing (id: 108193)]",Revolver,Aliens: This Time It's War,2,Hand Management,12,2,45,Pegasus Spiele | REXhry | Stronghold Games | White Goblin Games,"[Thing (id: 1), Thing (id: 5496)]",6.95035,1.962,6.25061,0.0,79,1.27699,,2226,1241,151,,
2018-04-28,73070,Olympus,2010,Antonio Dessi,Ancient | City Building | Civilization | Mythology,Andrea Chiarvesio | Luca Iennaco,False,[],[],Country: Greece,,5,Take That | Variable Phase Order | Worker Placement,14,3,120,Stratelibri | Fantasy Flight Games | Heidelberger Spieleverlag,"[Thing (id: 1), Thing (id: 5497)]",6.88594,3.0185,6.24696,0.0,108,1.38485,,1897,1271,131,,
2018-04-28,176558,Mafia de Cuba,2015,Thomas Vuarchex,Bluffing | Deduction | Mafia | Party Game,Philippe des Pallières | Loïc Lamy,False,[],[Thing (id: 183138)],Country: Cuba | Werewolf / Mafia,,12,Partnerships | Role Playing | Variable Player Powers,10,6,20,Lui-même | Asmodee | Asterion Press | Broadway Toys LTD | Galápagos Jogos,"[Thing (id: 1), Thing (id: 5498)]",6.67258,1.5152,6.29543,0.0,66,1.34112,,4295,2402,163,,
2018-04-28,128445,Darkest Night (First edition),2012,Clark Miller | Dan Taylor (II),Adventure | Fantasy | Horror,Jeremy Lennert,False,[],"[Thing (id: 188826), Thing (id: 171957), Thing (id: 164212), Thing (id: 179927), Thing (id: 181278), Thing (id: 140666), Thing (id: 149257), Thing (id: 222972), Thing (id: 185312), Thing (id: 145056)]",Darkest Night | Solitaire Games | Victory Point Games Euro-Family Series,Darkest Night (Second edition),4,Co-operative Play | Dice Rolling | Variable Player Powers,12,1,150,Victory Point Games,"[Thing (id: 1), Thing (id: 5496)]",7.20943,2.7846,6.23291,0.0,65,1.47764,,1717,899,103,,
2018-04-28,14,Basari,1998,John Kovalic | Lüders & Baran | Stefan Theurer,Negotiation,Reinhard Staupe,False,[],[],Mensa Select,"Basari: Das Kartenspiel | Edel, Stein & Reich",4,Roll / Spin and Move | Set Collection | Simultaneous Action Selection,10,3,25,"F.X. Schmid | New Games Order, LLC | Out of the Box Publishing","[Thing (id: 1), Thing (id: 5497), Thing (id: 5499)]",6.77581,1.8596,6.24662,0.0,178,1.20866,,1685,1522,93,,
2018-04-28,22897,Dreamblade,2006,Christopher Burdett | Dan Colavito | Stacy Longstreet | Shauna Wolf Narciso | Scott Okumura | Peter Whitley,Collectible Components | Fantasy | Horror | Miniatures,Mike Elliott | Rob Heinsoo | Brian Tinsman | Jonathan Tweet,False,[],[],Admin: Better Description Needed! | CMGs (Collectible Miniatures Games),,2,Area Control / Area Influence | Dice Rolling,13,2,60,Wizards of the Coast,"[Thing (id: 1), Thing (id: 4667)]",7.16408,2.6884,6.23645,0.0,138,1.75587,,1225,946,126,,
2018-04-28,128721,Crisis,2016,Anthony Cournoyer | Viktor Csete | Chrisi Giannopoulou | Sami Laakso,Economic | Industry / Manufacturing | Political,Pantelis Bouboulis | Sotirios Tsantilas,False,[],"[Thing (id: 224158), Thing (id: 213224), Thing (id: 231703), Thing (id: 250413)]",Dieselpunk | Solitaire Games,,5,Commodity Speculation | Worker Placement,14,1,120,LudiCreations,"[Thing (id: 1), Thing (id: 5497)]",7.67581,3.0882,6.32882,0.0,34,1.22928,,1116,719,25,,
2018-04-28,124965,Dungeon Command: Heart of Cormyr,2012,Kerem Beyit | Daarken | Jason Engle | Dan Scott | Ben Wootten,Card Game | Fantasy | Miniatures,Chris Dupuis | Peter Lee | Kevin Tatroe | Rodney Thompson,False,[],"[Thing (id: 128933), Thing (id: 174110), Thing (id: 174113), Thing (id: 174112), Thing (id: 174111)]",Dungeon Command | Dungeons & Dragons,,2,Action Point Allowance System | Area Movement | Campaign / Battle Card Driven | Hand Management,12,2,90,Wizards of the Coast,"[Thing (id: 1), Thing (id: 4667)]",7.38429,2.58,6.24703,0.0,50,1.35697,,2205,806,64,,
2018-04-28,157413,New Bedford,2016,Nolan Nasser,City Building,Nathaniel Levan,False,[],"[Thing (id: 204420), Thing (id: 205077)]",Animals: Whales | Crowdfunding: Kickstarter | States: Massachusetts,,4,Worker Placement,12,1,75,Greater Than Games (Dice Hate Me Games),"[Thing (id: 1), Thing (id: 5497)]",7.24698,2.4194,6.37069,0.0,31,1.20176,,2502,1151,63,,
2018-04-28,384,TurfMaster,1998,Stefan Niehues | Peter Röseler,Animals | Racing | Sports,Albrecht Nolte,False,[],"[Thing (id: 3043), Thing (id: 26105), Thing (id: 69988)]",Sports: Horse Racing,,8,Dice Rolling | Hand Management | Roll / Spin and Move,10,2,75,AZA Spiele,"[Thing (id: 1), Thing (id: 5496), Thing (id: 5499)]",7.21891,1.967,6.24885,0.0,91,1.54083,,765,880,12,,
2018-04-28,175095,Dawn of the Zeds (Third edition),2016,Clark Miller,Horror | Zombies,Hermann Luttmann,False,[],[Thing (id: 214471)],Crowdfunding: Kickstarter | Solitaire Games | Victory Point Games States of Siege Series,Dawn of the Zeds (Second edition),4,Action Point Allowance System | Campaign / Battle Card Driven | Chit-Pull System | Co-operative Play | Dice Rolling,13,1,180,Victory Point Games,"[Thing (id: 1), Thing (id: 5496)]",8.29712,3.7273,6.33787,0.0,33,1.23507,,1360,516,25,,
2018-04-28,144864,Ascension: Darkness Unleashed,2013,Eric Sabee,Card Game | Fantasy,Justin Gary,False,[],"[Thing (id: 179427), Thing (id: 183644), Thing (id: 149559), Thing (id: 156393), Thing (id: 151851), Thing (id: 156394), Thing (id: 158263), Thing (id: 158262), Thing (id: 147173), Thing (id: 150428), Thing (id: 149633), Thing (id: 180815), Thing (id: 207462), Thing (id: 164090), Thing (id: 165511), Thing (id: 161002), Thing (id: 169758), Thing (id: 179428), Thing (id: 151875), Thing (id: 183645), Thing (id: 183646), Thing (id: 207457), Thing (id: 207460), Thing (id: 164089), Thing (id: 240739)]",Ascension Deck Building Game | Solitaire Games,,2,Card Drafting | Deck / Pool Building | Hand Management,13,1,30,Marabunta | Stone Blade Entertainment,"[Thing (id: 1), Thing (id: 5497)]",7.53046,2.3077,6.2763,0.0,26,1.30657,,1750,712,46,,
2018-04-28,154182,Helios,2014,Dennis Lohausen,Mythology | Territory Building,Martin Kallenborn | Matthias Prinz,False,[],"[Thing (id: 165943), Thing (id: 179205)]",Admin: Better Description Needed! | Tableau Building,,4,Action Point Allowance System | Tile Placement | Variable Phase Order,10,2,60,Filosofia Éditions | Hans im Glück | Z-Man Games,"[Thing (id: 1), Thing (id: 5497)]",6.84654,2.8642,6.25505,0.0,81,1.14454,,2241,1383,131,,
